Key,Target Language,Text,Status,Response
411afdab,wolof,"Waa, lii nag moom lal la. Benn lal gu yànj boo xam ni mën nañ ne, netti nit x... Ñetti nit moo siy dallu. Ndax si suuf,ñaari nit man nñ faa dallu ci kaw moom, ben nit rekk moo fa, moo fa man a dallu. Ci ci ci ci ci,...wet ga, ñoong fa am benn rideau, rideau boo xam ne manees nañ ne couleur bu roos la am, roos claire ak roos bu foncée. Ca... Lal gi ca kaw moom, pour nga... pour nga yegg ca, il faut, ëe... benn lu ñuy naan echelle.echelle nag nekk benn juntukaay boo xam ne,ëe... Ay tànk...Ay ay ay tànk la am, bole tànk boo teg di daal di ,di daal di gën a yéeg.ca,ca,ca... Ca beneen wetu lal boobu nag moom, ca wetou echelle ba ñu ngi am ay ay ay tiroir. Tiroir nag nekk na benn juntukaay boo xam ne da lay ëe... Dey tax nga fay denc say say say say...say yëf. Waaw.",New,461: 1136
d9339f4e,wolof,"Ñeent-fukkéelu ngéggal li ak juróom-benn, maa ngi gis benn oto bu mag bu weex tàll, boo xam ne biir bi am na ay nit. Nit kii toog sol lu weex lu am na siwo bu nekk ci suufu tànk yi. Ñii taxaw, dugguñu ci biir Oto bi dañoo lang. Ki ci njëkk, tubéyu militaire la sol, ki ci topp sol mbubu mu soon ak yu bey ju ñuun. Ka ca topp kanam gi génnul. Ci kote pënë Oto bi gis naa ci jën wuñ ci desine ak daraapóo Senegal.",Approved,2365: 2165
b65ed996,wolof,"Juróom-ñeenteelu ndégat gi ngeen ma yónnee, gis naa ci ay nit ñu bare, ay góor ak i jigéen yu toog ci ay toogukaay yu weex. Gis naa ci it genn góor goo xam ne dafa sol lu weex tàkk, def ay rasta ci bopp bi, takk ay weer, gàddu ab micro di wax. Gis naa ci it ab radio buñ takk, Boo xam ne ñi ngi ko tekk ci yaatal joo xam ne dafa mel ne dañ cee lal lu bula ci kow. Gis naa ci it lu mel ne ab gard-koor koo xam ne dafa  sol ab kab, jël lu mel ne ab sile sol ko, daldi bank ay loxoom.",Approved,2365: 1509
9f5c98cc,wolof,Waaw nataal bii nataal la boo xam ni dañ ciy wax ni jenn waay ju tudd Stéphane moom nag Stéphane Volant noon la tudd moom nag moo jiite kurél gii nga xam ne ñoom ñoo yore wàllum teer lii di teer muy muy ab ab ab saxaar goo xam ni saxaar saxaar goo xam ni saxaar gu gaaw bokk ci saxaar yu yees yi nga xam ni bu yàggul la tàmbali daw Senegaal moom nag day dafay wax ni bépp nit boo xam ni jug nga di di attaquer walla nga jug di di di di di jëm jëm ci teer bii maanaam maanaam dees na la teg ay daan yu metti ci nataal bi it moom moom nataalam lañ wane moom moom Stéphane Volant moomu volant moomu ak it jenn takk-der  walla koo xam ni niru ab takk-der ku takk ab casque nga xam ni giseeful giseeful kanamam daal wane nañu fi itam nataalu saxaar gi saxaar gi nim mel teer bi nim mel wane nañ ko am ci wet gi ci suuf ci wetu ndey-joor gi ñu def fi lu mel ni xeeti mik micket boo xam ni dafay ree xam naa ñàkkul ni day ree li waa ji wax.,Approved,1242: 1478
a4c465e5,wolof,"Maasàllaa, ndéggatalu ñaar-fukkeelu bi ak juróom-ñaar, ma gis ci ñaari jigéen yu mag yu toog. Ku jigéen ku mag ki may njëkk jot moom moo musóoroo musóoru gu Bare kulëer gi. Am na soon, am na wet, am na bula, am na ruus. Keneen ki mi ngi musóoroo musóoru gu ñuul, takk ay jaaro, takk ab séen ci baat bi. Am na ay xale yu nekk ci séen wet.",Approved,2365: 2020
97c819cb,wolof,"Fii nag gis naa fi ab nataal boo xam ni ñii ñu taxaw lañ def, ab ram. Ay xale lañ. Am na Jeneen jëmm ju mag. Moom de ab ustaas la maay ndiru. Mi ngi yor téere, Sol mbaxana, kaalawoo kaala gu ñuul. Gone yii tem ñu ngi sol ay yére ak kulër yu uute.",Approved,3448: 701
24fbfa81,wolof,Waaw kii may séen ci nataal bi mooy waykat bu mag boobu ñu naan Yuusu Nduur mi ngi nii toog ci ëtt bi ci kaw ag njoowaanam njoowaan gu taaru nag moom it mi ngi sañse maasàllaa mi ngi sol yére boo xam ni xaw naa jege mboqu am yuu baxa yu ci nekk kon daal yére yu yére bu rafet la sol mi ngi takk ay weer yu jëm ci ñuul buñ xoolee ci ginnaawam tamit ag basaŋ a ngi nale lale njoowaan gi tamit ñu fàttali ne ci ronug garab la nekk basaŋ gaa ngi nale lale ca ron garab ga am ñu ca toog maa ngi ciy séen ag góor nale akug jigéen am na geneen jigéen gu toog nale ca ginnaawam mel ni daa am lu muy xelli loolu daal daa mel ni waykat bi moo toog ci ab ëttam ci kaw njoowaanam moomakug njabootam.,Approved,1784: 2052
1acab596,wolof,"Lii de ab nataal la. Benn doomu aadama moo ci nekk. Doomu aadama bi nag di wuyoo ci turu Allaaji Juuf. Liggéeyam nag mu ngi liggéey ci wàllum layoo, waxkat
 Nataal bi mu ngi ci sol yere, jjiital yére bu weex, teg ci kawam yére bu ñuul. Miir bi nekk ci ginnaawam mu ngi yor melokaan mu jëm ci xonq.",New,3572: 1535
5f6ca244,wolof,"Lii de nataal la. Nataal bu def nataalu  réewu Senegaal. Nataal bi biir réewu Senegaal ak réew yi mu dendal. Gis naa ci nataalu réewu  Móritani, réewu Gàmbi. Ci biir Senegaal, Dakaar gis naa ka ci. Am na Yeneen dañ ko def ci ""côté"" bii féeteeg ndox mi. Def ci ay melokaanu mboq ak yeneeni melokaan.",New,3572: 360
cd5ca6e4,wolof,"Nataal bi nag, maa ngi ciy gis tataa. Tataa nimero sett la ñu taf si foto Sëriñ Saaliwu ak Mbàkke Tuubaa. Ay góor lang si. Am ñu nekk ci noir. Am ñett ñu jàpp ci bunt bi. Kenn ki mu ngi sol yére bu bula ak tubéy bu ñuul, ki ci des mu ngi sol tiset bu ""rose"" ak tubéy bu ñuul, ki ci des sol tiset bu weex ak tubéy bu xaw a weex. Maa ngi gis ci ""côté"" bi ab taxi, am ñu ne ci wet gi ku ci ne xale bu góor bu sol ab mbaxana ak mbubb mu weex ak tubéy bu ñuul. Ab velo yit mu ngi ci wet gi ak pëno. Maa ngi ciy gis tamit ay mbaar, mu mel ne  mbaari jaayikaay la.",Approved,2575: 2163
205554b0,wolof,"Sun jàllee ca, ëe..., ëe....,ëe..., nataalu ñent-fukk ak juróom benn dinañ ca gis luñ naan ab reegal. Moom tamit dina la dimbali élève bi, eleew bi, élève biy jàng ngir mu mën a def rëddam, natt aw rëddam... Dafa jub
Rëdd wi ñuŋ ca gis, ëe... am na dara, am na fukk, am na ñaar fukk, am na fanweer, ñent fukk, am na juróom fukk, am na juróom benn fukk, am na juróom ñaar fukk, am na juróom ñett fukk, am na juróom ñent fukk, am na téeméer, am na téeméer ak fukk, am na téeméer ak ñaar fukk, an na, ëe... tèeméer ak fanweer, am na téeméer ak ñent fukk, am na téeméer ak juróom fukk, am na téeméer ak juróom benn fukk, am na téeméer ak juróom ñaar fukk, am na téeméer ak juróom ñett fukk.",Approved,2829: 659
01ef02c3,wolof,"Batay it ñoo ngi cis ab ay soldaar ñu yor  seeni loxo ay liif.  Maanaam ame ay yar ngir mën a dóor ku jàdd yoon. Ñoom nag ay soldaaru senegaale lañ. Maanaam ñoom ñooy policier, ëe... Pólisu senegaal. Ñoom nag ñu ngi sol yére, yére yu bula. Ñoo ngi ciy teg seeni ay gilets yu ñuul. Ñoo ngi gis kenn ki , ñoom ñett ñépp seen loxo yi ñu ngi ciy gis ""drapeau"" Senegaal. Ñoom nag ñu ngi sol ay, ëe... Mbaxana, mbaxana yu ñuul, takk ay ceintures seen ndigg yi , yor seeni liif ngir jàmmarlook ñi jàdd yoon, waaw ! Ñoom nag, ñu ngi sol Seen ay dàll, dàll yu ñuul, yor seen ay biteelu ndox ngir, def ko , ngir sun sonnee mën a naan.",Approved,2829: 1302
ee153a72,wolof,"Waa. Nataal bii nag gayndey senegaal yi ñoo ci nekk nii. Mooy gaynde yi nga xamente ni bii ñoo demoon ca  kubeb  àddina, ëe... atum ñaari junni ak ñaar. Maa ngi ciy seen elaas Juuf, ndéem si Yàlla Paap Buuba Jóob, kalidu Fadiga, Ñu ngi nii daal taxaw mel ni luy fecci. Daa mel ni nag, joŋonte bu njëkk ba la woon ba nuy dajeek France te Paap Buuba jóob dugaloon ko. Biñ dugalee daal dem ba ca roq ba ñu taxaw di fecci. Loolu la nataal bii di wone nii.  Ñu ngi sol seen mayo yi nga xamente ni bii maanaam raaya Senegaal moo ci nekk : muy nëtëx bi, xonq bi ak mboq.",Approved,1784: 1788
2e13c606,wolof,"Batay it nataal bi maaŋ ciy gis Machine. Maanaam benn jumtukaay ngir, aa... photocopier , ngir photocopier, ngir plastifier, ngir defar ay bind. Maanaam boo bindoon sa bind bëgg mu nekk ñaar ba ñett, mën nga ko si dugal. Boo ko si dugalee bu génnee ñent walla juróom . Loolooy Machine photocopier. Moom nag bunt bu muy duggee, fu feuille bi di  duggee, ak bunt bu, ëe... Këyit bi di génnee.... Moom nag, am na benn, ëe... fu nu koy taalee dafa ñuul. Fin koy fayee dafa rouge, lu xonq . Moom nag dafa dafa weex, benn melo la. Léppam daa weex.",Approved,2829: 1330
7175dc53,wolof,"Lii nataal la book. Ñaari suni magi réew ñoo ci nekk. Kenn ki mu ngi tudd Maam Mawdo Maalik, doon ku jàmbaare, ku bëgg Yónnent bi salla laaxu xaleyxi wasalam, def lu bari ci lislaam. Ki ci topp keneen ki di Sëriñ Tuubaa, moom mooy jàmbaar ji, nitu Yàlla bi, soppe yónnent bi, liggéekatub Yónnent bi, doon ku ñépp xam ñoom ñaar ñépp xam nan leen bu baax. Ñépp xam nan leen ci Sunugaal.",Approved,2522: 211
cc7ebd22,wolof,Maasàllaa fukkeelu ndéggat gi ak juróom-ñeent maa ngi ci gis genn góor gu mag goo xam ni dafa sol mbaxana takk ay verre takk masque góor gi mi ngi toog ci benn chaise bu chocolat sol ay dàll yu chocolat di àttaaya teg na benn bank bu ndaw tegsi palaat palaat bi am na naanaa am kaas am tamit warga ak suukar ci wet gi teg benn bitéelu ndox tamit ci wet gi. Góor gi am na keneen ku dendak moom ci sama càmmooñ ku dendak moom koo xam ni dafa takk benn masque sol ay dàll yu ñuul am na keneen ku dendaat kooku tamit keneen ku dendaatak moom ku sol mbubbu mu bula sol tamit tubéy joo xam ni dafa gàtt waaye kii mi ngi sol dàll yoo xam ni dafa xaw a bleu waaw mi ngi moom tamit mi ngi toog ci chaise bu chocolat comme góor gii waaw fale ca wet ga it benn chaise bu chocolat boo xam ni kenn toogu ca ñoom fiñ nekk kër gi am na garabug miim gu mag gu leen tiim bunt kër bi dafa ñuul ci ginnaaw it gis naa fa benn miir boo xam ni dañ caa diseene daraapób Senegaal maanaam couleur boo xam ni dafa xonq ak couleur kuyër boo xam ni dafa wert ak ak couleur boo xam ni dafa soon ñu jël benn biddéew bu wert def ci digg bi ci digg soon bi ak beneen couleur boo xam ni dafa xonq lii daal laay gis ci ndégg.,Approved,2365: 1974
60b19e0a,wolof,Ndéggat li ma jot gis naa ni ab nataal la goo xam ni ag ndaamar moo ci nekk ndaamar gi nag niru ndaamar goo xam ne day tuxal ay nit ñu bari ñoo xamante ne nii ay ay aji-tukki lañuy doon mu mel ni du réew mi nga xamante ne nii mooy sunu réew mii ñu nekk di réewum Senegaal réewum Togo la la ndaamar gi nekke am na ci kaw it ay yóbbu yoo xamante ne ni ñi ngi ci kaw ñu man koo tudde bagaas am ci benn jëm benn doomu aadama boo xamante ne nii ma ngi ca kaw moom tamit di def li nga xamante ne nii mooy waajal bagaas yi ngir man a leen yeew walla takk leen ci kaw ba bu ndaamar gi di daw duñ man a naaw. Ci gannaaw ndaamar gis naa fa beneen ndaamar bu bleu boo xamante ne nii moom it ñoo niroo ag xeet melokaanam moom dafa bleu ñoo bokk it li ñiy liggéey ak li ñiy def ci seen diggante séen naa fa ay saaku ak lu mel ni ab bitéel boo xamante ne nii moom it melokaanam dafa mboq. Ci li leen wër ñoom ñaar ñépp nag ñaari ndaamar yooyu li leen wër lépp gis naa fa ay garab yoo xamante ne nii seen i melokaan dafa wert am ci garab goo xamante ne gii man nañ jàpp garabug tàndarma la ci ndax ci melokaan wi gis nañ ni it ci kaw ndaamar li ñiy jëkk a jot am na ku nekk ca gannaaw koo xamante ne nii ma nga sol tubéy boo xamante ne nii daa xonq yéréem ba it melokaanam bu weex la am ak lu chocolat moom it xam naa ni mook ki nga xamante ne nii moo nekk ci kanam nii ci kaw ñoo bokk liggéey li ñuy liggéey ci kaw ngir maanaam takk bagaas yi waajal leen ba bu oto bi ba bu ndaamar gi di daw du naaw.,Approved,2647: 2245
e3838720,wolof,"Fukkeelu ndéggat li ngeen ma yónnee mooy nataal bi maa ngi ciy gis ab téléphone boo xam ni mi ngi tege ci kaw lu mel ni taabal joo xam ni ndénk la taabal joo xam ni ndénk la téléphone bi mi ngi tàkk mi ngi dugg ci application boo xam ni application bu siiw la mooy Facebook am tamit ay ay ci wetu téléphone bi am na ay tamit lu mel ni ay ay numéro yoo xam ni walla ay lettres yoo xam ni dañ koo bind ci lu mel ni ay bekku sukar bu weex forme bi comme bekku sukar la bi ci jëkk ñu def ci S, S lañ ci bind bind ci suufu S bi ñu bind ci 1 bi ci topp ñu def ci O ci suufu O bi tamit ñu defaat ci 1 bi ci toppaat ñu def ci C ci suufu C bi it ñu def ci 2 bi ci toppaat ñu def ci i ci suufu i bi it ñu def ci 1 bi ci topp ñu def ci A ci suufu A bi it ñu def ci 1 bi ci toppaat ñu def ci L ci suufu L bi it ñu def ci 2 bi toppaat ñu def ci M ci suufu M bi it ñu def ci 2 bi ci toppaat ñu def ci E ci suufu E bi it ñu def ci 1 bi ci toppaat ñu def ci D ci suufu D bi it ñu def ci 2 bi ci toppaat ñu def ci i ñu def ci i ci suufu i bi it ñu def ci 1 bi ci toppaat ñu def ci A ci suufu A bi it ñu def ci 1 defe naa lii lii laa gis ci nataal bi.",Approved,2365: 1391
fd6aa036,wolof,Nataal bii nag nit ku tëdd tawat moo ci nekk. Mel na yit tawat bi metti na lool lool lool. Ba ñu ngi jël sówetaas defal ko ko ci bakkan yi. Jigéen la nag daa mel ni.  Ñiŋ ko sàng ba ca mbagg ya. Musóor na yit bopp bi. Waaye mel na na tawat bi metti na lool lool.,Approved,3231: 547
24fc666e,wolof,"Waa nataal bii maa ngi ci séen ag nit ku góor ku taxaw tàllal ay loxoom ci kanam. Moom nag ab jàngalekat lay niróol ndax boo dee xool day mel ne ci biir kalaas bi, su ma juumul ci wolof ñu koy wax ab jàngu fa la nekk. Yaa ngi séen jumtukaay yi miy jàngalee ab kalasaan gi ak toogu yi. Kalasaan gu weex, ëe... jumtukaayy jàngale yu mboq ak ñoom seen.",Approved,2556: 616
661c389d,wolof,"Ñu ngi gis ci benn nataal boo xam ne loxo xale bu jigéen xoo xam ne dafa, 
dañ ko... Loxo xale bu jigéen boo xam ne dañ ko defal  ""teinture"" ci loxo bi",Approved,549: 752
09ad1e52,wolof,"Nataal bii nag gis nan ci ndox maanaam dex . Nit ñi toog ci digg dex gi, ëe... Di naan. Seeni, ëe... Di noos, di noos. Gis nan si ay góor ak ay jigéen. Gis nan sii... benn góor moomit moom mu tée doomam di ko nax yaayam mu ngi leen di, mu ngi leen di nataal. Mu leen di dóor nataal. Moom mu ngi sol yére bu ñuul ni ibaadu yi di soloo
 Ñi ci des ñoom , ñu ngi toog di waxtaan di naan ndox.",Approved,2829: 1324
74ce09ea,wolof,Ndéggatalal ñaar fukkeel bi ak juróom-ñett ma gis ci maanaam mbind mu bari moo xam ni mbindum tubaab la ci kaw ak ci suuf ma gis ci photo boo xam ni ñetti nit ñi ngi ci kenn ki ki ngay jëkk a jot ci sa càmmooñ mi ngi sol yére bu weex tàll te am ab nel  bopp bi amul dara ci karaw ki ci topp nga xam ni moo topp ci boroom nel bi mi ngi takk ay weer takk ay weer sol mbaxana mu weex ñetteel gi ñetteel gi nga xam ne moo topp ci boroom mbaxana mu weex mi ngi sol ab costume boo xam ni dafa ñuul ab ab ak  karawaas boo xam ni karawaat bim takk dafa am trait yu ñuul ak trait yu weex góor gi nga xam ni moo sol costume bi moom tamit dafa am sikkin bi te it bopp bi dafa sëq ak kawar waaw ci wet gi ki ci kaw maa ngi ko gis am ay nit yu nekk ci ginnaawam waaye ki nga xam ne moo feeñ bu baax ci photo bi ci ci nataal bi moo sol yére bu weex mu mel ni ku ci tegaat beneen beneen jaget am benn garde corps bu nekk ci ginnaawam sol ab costume ak mbaxana mu ñuul ma gis ci itam drapeau police poliisu Senegaal wert soon ruus gis naa ko ci gis naa ci itam koo xam ni dañ koo tëj ci kaso mu dugal ay mu dugal ay loxoom ci grille yi jàpp ko waaye nag Kooku kanamam génnul.,Approved,2365: 1491
ca667e80,wolof,"Nataal bii mu ngi am ab ñax mu rattax am, am  bal bu tegu ci kow am ay wirgo yu bari. Ràññee nan ci wirgo wu xonq ak wirgo wu ñuul. Am na, AA.. Ñax mi am na ay rëdd, rëdd yu weex, rëdd yu jóge... juwaaloo. Fi bal bi tege mu ngi am... Wirgo la wu bula, wirgo la wu baxa. Li nekk ci kow wirgo wu baxa wi moom tamit xonq la waaye daa dese, bu ñorul,  bu ñorul la.",Approved,1783: 1805
2f24e933,wolof,"Nataal bii ab ndaw la, ndaw su jigéen mu làqatu ci ginnaaw benn... lu mel ne ab, ab ridó, ridó bu weex, Ndaw si nag dafa taxaw noonu  fas kanam mel ni dañ cee bind noonu ci kaw, bind yu am wirgo tu xonq.",Approved,3210: 268
3157670e,wolof,"Waa fii de ay ñay a fi nekk, ay ñay yu xaw a bari tuuti la. Ñu ngi taxaw ci kaw ñax moo xam ne dafa xaw a verte ñax mu verte. Ñay nag dafay rëy, am nopp yu gudd yu yaatu, am bak, bakkan boo xam ne naaf lañ koy wax, naaf mooy yu gudd yooyu nga xam ne buy dox day mel ni luy laal suuf. Amaat ñaari cat yu xaw a gudd ci diggante bakkan bi nga xam ne dafa mel ni ab yax. Noonu la bindoo.",Approved,2962: 1594
59750f1f,wolof,"Kii nag benn xale la boo xam ne ñiŋ ko gisoon ci finaalu Senegaal / Esibt bi. Boo xoolee jamonoy ""final"" ba, bi Senegaal jëlee kup bi xale bi Dafa bég di ree ak siiñ bi . Xale bi nag ñiŋ ko létt , ñu takk karaw gi létt ko ñaari létt ci kanam mu wàcci ci jë bi. Létt yi ñu ngi ci takk ay per yu am ""verte, jaune, rouge drapeau"" Senegaal. Boo xoolee xale bi lex yi ñuŋ ko defal ""drapeau"" Senegaal biddéew desinéel ko ko ci lex bi. Xale bi nag mu ngi croiser loxo yi bank ko. Boo xoolee moomit xale bii mu ngi sol yére Senegaal mbagg yi am lu ""verte"",lu ""Verte foncée"" nirook mboq . Boo xoolee yére bi mu ngi nekk yére bu ""verte"". Nimero bi tamit mu ngi nekk ""zero/huit  (08)"". Ñu bind ko mbind mu xonq. Boo xoolee yit  liñ bind ci nataal bi mu ngi nekk ""Aysa fadé une vrai lionne"", moom lanu bind ci nataal bi , ñu bind ko mbind mu mboq, mbind mu ""jaune"".",Approved,2208: 280
1acfb7a3,wolof,Photo bii lii màngo la màngo mango lu bari Senegaal la rawatina wet gee ci wàllu Casamance. Càmmug Senegaal nag muy ak jëwriñ ji nga xam ne moom lañu dénk wàllu mbay mi ak càmm gi dañoo bëgg a am xalaatub di génnee màngo bi di ko jaayi ca bitim réew di ko jële génne di ko jële ci réew mi di ko jaayi ca bitim réew. Màngo nag loolu waral na léegi mu bokk ci faytéef yi nga xam ni daa tàmbalee jafe ci réew mi mooy dafa tàmbalee prix bi njëg li dafa yokk bu fekkee bëgg nga ci bu baax te am qualité  teewul nag màngo bari gum bari gum fi bari mu daan yàqu waaye biñ ko tàmbalee di ko génne réew mi di ko jaay ca bitim réew loolu dina jural koom-koom ci Senegaal waaye dina tax yàqu gim daan yàqu wàññeeku bu baax a baax.,Approved,3319: 357
3a405c85,wolof,Ndéggat li ngeen ma yónnee maa ngi gis ci biir ab nataal la boo xamante ne nataal bi maa ngi ciy gis ay soxna yoo xamante ne ñii xaw nañoo mage xaw nañoo jëm mag ñuy liggéey li nga xamante ne nii man nañoo jàppe ab soqu la lañ ko man a tudde ci sunub xam-xam bu gàtt. Léegi nag ñoom ci seen ginnaaw am na fa ay garab yoo xamante ne nii garab yi mel na ni dañoo xaw a jeex tuuti am it ay tuuti xob ay xob-xobaan yu ndaw-ndawaan man nañ jàpp ni seen i melokaan ci wert la am ci gannaaw lu mel ni ay doj ay doj mbaa ay garab yu ñu gor sànni ci kaw yoo xam ni seen i melokaan moom it melokaanu suuf si lañ yor ñoom it kenn ku ci nekk yaa  ngi tiim ag gënn yor sag kuur di ci dëbb la nga cay dëbb nag ñoo ko xam waaye nag li nga xamante ne nii mooy kulëru maanaam melokaani li ñiy dëbbe ñoom it melokaani suuf lañ xaw a yor. Kale jiitu nga xamante ne nii moo war a féete sama ndey-joor moom li mu sol melokaan bu xonq la weex ak lu bula ki nga xamante ne nii moo ci topp tàmbalee sama ndey-joor ñaareel bi nga xamante ne nii tàmbalee sama ndey-joor moom mi ngi sol melokaan boo xamante ne nii lam sol melokaan ci bula la yore ki ci topp moom it li mu sol melokaan bu xonq la yor musóoroo melokaan bu bula li mu sol ci suuf maanaam lim woddoo mi ngi doon melokaan boo xamante ne nii daa wert xonq am it am ci melokaan boo xamante ni suuf la gën a niru ñaar yi doŋŋ ñaar yi nga xam ne ñoo ci topp ñooy soxna yi ki ci féete sama càmmooñ ki nga xamante ne nii moo tàmbalee sama càmmooñ moom lim sol melokaan bu bula ak bu weex ka ca topp man nañoo jàpp ne melokaanam ci diggante weex la soon ak it maanaam xay na maron mi ngi musóoroo musóor boo xamante ne nii maanaam daa weex la. Ki nga xamante ne nii mooy soxna si jiitu tàmbalee sama càmmooñ am na ci ginnaawam lu mel ni ab siwo bu nekk ci ginnaawam boo xamante ne nii defukaay la mu am ci melokaan bu mboq la lañ ko man a xame.,Approved,2647: 872
76a46343,wolof,"Nataal bii ab tele moo ci nekk bu ànd ak rojo.
 Mi ngi am ci digg bi lu verte . Am na ay biton yu nekk ci wet gi, ñaari biton. Am na tamit ab ""baffle"" bu nekk ci suuf. Am na tamit ñaari NTN yu taxaw.",Approved,1989: 1338
df8802fa,wolof,"Nataal bi ma jot maa ngi gis mu nekk benn ""règle"". Defe naa ñiy yëngu, ñiy yëngatu ci wàllu tabax, ëe danañu koy utiliser. Am na si daa bari ay ""façon"" nag waaye bii mooy ""règle"" bi nga xam ne dafa mel ni lu xaw a niru ""Triangle"", ëe ñiy yëngatu ca ca ekool ya walla, ca a , a , ""franco-arabe"" yi daanu ko soxla ca seeni caye ngir lañuy ""tracer"" ñu ko ciy mën a natt ba mu mën a tolleelewu . Waaw maa ngi gis mu doon ab ""règle"" bu am ay nimero, dañ ko ""numéroté"" waaw !",Approved,3589: 661
fe270458,wolof,"Lii de ab tele la. Xaw a ...  Tele yu xaw a yàgg tuuti. Am na ñaari onde muy ñaari jàppukaay ba fu nuy yokkee ak fu nuy wàññee, am na ñaari buton yu nekk ci wet gi. Moom nag dafa paan, su paane lii lay génne ay kulëer bula, ak ""rouge"", ak ""rose"", ak ""jaune claire"" ak ""jaune foncée"" tuuti, ay ñuulak, weexag...
Bëri na ay kulëer daal.",Approved,2962: 1339
b7855f32,wolof,"Lii de ab nataal la, nataal bi nag maa ngi séen ay doom,  doom yi xaw a xonq orange. Doomi yi nag ay doomi déem la
Déem nag boo déggée ci garab lay sax, dañ kay lekk a macci. Waaye doom yi moom keen du ko macci. Maa ngi gis benn pot bu am ñetti melo, melo bu xonq ak bu doomu-taal ak bu "" marron"". Pot bi nag  dafa def. Lu mu def ? Xanaa déem, tabarkàlla !",Approved,1862: 404
26e7c359,wolof,"Nataal bii nag ñu ngi ci gis bekku suukër. Bekku suukër, ëe suukër la ju wow. Ëe moom day dem ci kafe dina dem ci yeneen yeneen... Mën naa dem ci soow ak yépp mën na see dem. ñooŋ kay def, ñooŋ ko def si benn bool, ëe ci benn bool bu sokolaa... Def si bekk suukër yu bëre.",Approved,2829: 104
c567ddf7,wolof,"Juróom-fukkéelu nataal ak ñett bi maa ngi fi gis ay ni nañ ñoo xam ne ñii dañoo taxaw, ñee dañoo sukk.ay nit nañ waaye ñoom ñépp ay jigéen nañ. Ci seen Ginaaw ay kã wa ngi fi, mooy barab bi ñuy dugal bal bi. Kã yi mbaal Gi dafa bula. Kã yeet am na lu bula ak lu weex. Kenn ku ci nekk sa mayo am na daraapóo bu ci nekk bu am kulëer wert, soon ak ruus. Am na itam bidéew bu nekk ci digg bi. Fi ñu taxaw dafa am kulëer bu mel ni lu xaw a soon.",Approved,3583: 1811
506c1e79,wolof,"Waa nataal bii de Senegaal moom lanu bind ci kaw nataal bi waaye aki dëkkam yi nekk ci biir mooy région yu lu mel ni Tuubaa, jurbel Mbuur, Fatik, Dakaar, Pikin, cees, Luga kawlax, Saalum, am na yit turu rèew yi ci nekk lu mel Mali, Gàmbi, Bànjul, ak Saint-Louis maanaam Ndar. Yoo yépp mu ngi biir Móritani, yoo yépp a ngi ci biir nataal bi.",Approved,2289: 1869
fcbb77a4,wolof,Nataal bii mu ngi wone ay nit yu bëree-bëre toog War ci ay moto. Ñoom nag ñu ngi nekk ci dëkku taax . Ñoom ñii nag war moto yi ñoom ñépp danoo oteesu maanaam danoo niroole ab coli. Ñoom ñépp danoo col gu xonq sol ay mbaxane yu... Ci seen bopp yi.,Approved,2585: 2231
445ac419,wolof,"Waa ci nataal bii nag moom ñu ngi am benn gàncax gu nuy woowe bisaab bu weex . Bisaab bu weex nag moom njëriñam lu ci ëpp jigéen ñee kay  jigéen ñee kay utiliser ci ay seeni togg, ci ay seeni togg fa lañ ëpp lun kay gise maanaam rawatina bu nuy togg yenn yenn Yenn togg lu ci mel ni ay ceebu  jën, ak yu deme noonu. Moom daanaka lu ëpp fa lan kay gise donte am na ñu koy, am na ñu koy def boisson, waaw ngir ñun daanaka lin koy gis daal mooy ci togg yi.",Approved,461: 44
79352196,wolof,"Nataal bii ab kees, keesu pasti moo ci nekk. Kees gi nag dafa mboq daldi am ay rëdd . Am na ay rëdd yu bula, am na ay rëdd yu ñuul, am na ay pasti yu xon... Yu verte, yu ñu  génne jal ko ci wet gi mu nekk ci suufu kees gi.",Approved,1989: 41
7fbc2806,wolof,Maa ngi gis ci ndéggat liñ ma yónnee mel ni ab nataal la boo xam ni nataal bi ag njaboot la bu toog di seetaan loo xamante ne nii ab tele la léegi nag ci biir tele bi maa ngi gis benn doomu aadama bu ci nekk boo xamante ne nii la mu sol melokaan ba melokaan bu weex la njaboot gi nga xamante ne nii moo toog di seetaan tele bi tollu nañ ci ñeenti doomi aadama kenn ki moom catu bopp bi kepp lañuy gis keneen ki moom xam naa mooy kilifa kër gi di jigéen joo xamante ne nii mag ma toog ci kaw toogu sol yére boo xamante ne nii man nañoo jàpp ni mi ngi melokaanoo ci weex chocolat ak li nga xamante ne nii mooy orãs ki toog ci wetam moom it as ndaw la jigéen la dafa wane ginnaaw moom tamit mi ngi sol yére boo xamante ne nii melokaan bi dafa orãs ak tubéy boo xamante ne nii melokaan ba daa weex am lu bula ki toog ci wet gi moom it góor la yére bim sol mi ngi melokaanoo melokaan bu ñuul tubéy ji mi ngi melokaanoo melokaan boo xamante ne nii dafa chocolat ci biir béréb bi nga xamante ne nii fi lañuy seetaane fi lañuy seetaane tele bi muy néeg bi moom it melokaan bi dafa melokaan boo xamante ne nii man nañoo jàpp ne diggante weex la ak chocolat am na it ay nataal yu nekkaat ci biir lu ci mel ni ay kilifa ak it ak upp goo xamante ne nii courant koy dawal ma ngoog.,Approved,2647: 2035
